Izaiah Brockington,SO,2019-20,G,Penn State,Big Ten,29,621,92,204,80,159,12,45,52,74,25,56,81,33,26,4,39,48,248,21.4,3.2,7.0,2.8,5.5,0.4,1.6,1.8,2.6,0.9,1.9,2.8,1.1,0.9,0.1,1.3,1.7,8.6
Myles Dread,SO,2019-20,G,Penn State,Big Ten,29,745,75,222,17,37,58,185,35,42,21,70,91,66,28,4,28,52,243,25.7,2.6,7.7,0.6,1.3,2.0,6.4,1.2,1.4,0.7,2.4,3.1,2.3,1.0,0.1,1.0,1.8,8.4
Jamari Wheeler,JR,2019-20,G,Penn State,Big Ten,29,741,42,88,29,56,13,32,14,24,21,62,83,90,45,4,52,73,111,25.6,1.4,3.0,1.0,1.9,0.4,1.1,0.5,0.8,0.7,2.1,2.9,3.1,1.6,0.1,1.8,2.5,3.8
Saddiq Bey,SO,2019-20,F,Villanova,Big East,29,983,163,345,89,181,74,164,61,77,39,102,141,72,24,12,43,70,461,33.9,5.6,11.9,3.1,6.2,2.6,5.7,2.1,2.7,1.3,3.5,4.9,2.5,0.8,0.4,1.5,2.4,15.9
Collin Gillespie,JR,2019-20,G,Villanova,Big East,29,983,147,360,82,176,65,184,87,105,6,99,105,131,36,2,56,69,446,33.9,5.1,12.4,2.8,6.1,2.2,6.3,3.0,3.6,0.2,3.4,3.6,4.5,1.2,0.1,1.9,2.4,15.4
Justin Moore,FR,2019-20,G,Villanova,Big East,29,850,115,280,61,141,54,139,37,52,8,76,84,55,19,6,50,44,321,29.3,4.0,9.7,2.1,4.9,1.9,4.8,1.3,1.8,0.3,2.6,2.9,1.9,0.7,0.2,1.7,1.5,11.1
Jeremiah Robinson-Earl,FR,2019-20,F,Villanova,Big East,29,935,105,235,87,177,18,58,76,92,75,197,272,55,33,17,66,65,304,32.2,3.6,8.1,3.0,6.1,0.6,2.0,2.6,3.2,2.6,6.8,9.4,1.9,1.1,0.6,2.3,2.2,10.5
Jermaine Samuels,JR,2019-20,F,Villanova,Big East,28,838,98,212,69,109,29,103,65,90,36,120,156,52,28,21,36,61,290,29.9,3.5,7.6,2.5,3.9,1.0,3.7,2.3,3.2,1.3,4.3,5.6,1.9,1.0,0.8,1.3,2.2,10.4
Jahmi'us Ramsey,FR,2019-20,G,Texas Tech,Big 12,25,777,141,316,86,187,55,129,50,76,20,82,102,56,35,18,50,52,387,31.1,5.6,12.6,3.4,7.5,2.2,5.2,2.0,3.0,0.8,3.3,4.1,2.2,1.4,0.7,2.0,2.1,15.5
Davide Moretti,JR,2019-20,G,Texas Tech,Big 12,29,983,111,265,47,103,64,162,88,98,1,46,47,64,34,0,59,59,374,33.9,3.8,9.1,1.6,3.6,2.2,5.6,3.0,3.4,0.0,1.6,1.6,2.2,1.2,0.0,2.0,2.0,12.9
Kyler Edwards,SO,2019-20,G,Texas Tech,Big 12,29,966,121,291,76,152,45,139,56,71,18,99,117,86,28,16,56,53,343,33.3,4.2,10.0,2.6,5.2,1.6,4.8,1.9,2.4,0.6,3.4,4.0,3.0,1.0,0.6,1.9,1.8,11.8
Terrence Shannon Jr.,FR,2019-20,G,Texas Tech,Big 12,27,643,89,189,80,156,9,33,85,103,30,81,111,29,26,11,35,65,272,23.8,3.3,7.0,3.0,5.8,0.3,1.2,3.1,3.8,1.1,3.0,4.1,1.1,1.0,0.4,1.3,2.4,10.1
T.J. Holyfield,SR,2019-20,F,Texas Tech,Big 12,29,709,98,178,85,144,13,34,47,70,50,85,135,34,25,45,47,94,256,24.4,3.4,6.1,2.9,5.0,0.4,1.2,1.6,2.4,1.7,2.9,4.7,1.2,0.9,1.6,1.6,3.2,8.8
Chris Clarke,SR,2019-20,G,Texas Tech,Big 12,28,677,58,128,56,116,2,12,40,56,43,140,183,131,25,3,64,44,158,24.2,2.1,4.6,2.0,4.1,0.1,0.4,1.4,2.0,1.5,5.0,6.5,4.7,0.9,0.1,2.3,1.6,5.6
Caleb Mills,FR,2019-20,G,Houston,AAC,29,646,136,343,88,211,48,132,65,89,10,60,70,34,15,5,38,57,385,22.3,4.7,11.8,3.0,7.3,1.7,4.6,2.2,3.1,0.3,2.1,2.4,1.2,0.5,0.2,1.3,2.0,13.3
Quentin Grimes,SO,2019-20,G,Houston,AAC,28,775,111,252,75,137,36,115,65,98,18,84,102,73,22,6,65,63,323,27.7,4.0,9.0,2.7,4.9,1.3,4.1,2.3,3.5,0.6,3.0,3.6,2.6,0.8,0.2,2.3,2.3,11.5
Nate Hinton,SO,2019-20,G,Houston,AAC,29,888,97,245,55,133,42,112,68,90,80,180,260,60,37,5,36,60,304,30.6,3.3,8.4,1.9,4.6,1.4,3.9,2.3,3.1,2.8,6.2,9.0,2.1,1.3,0.2,1.2,2.1,10.5
Fabian White Jr.,JR,2019-20,F,Houston,AAC,29,681,109,230,109,228,0,2,44,55,66,87,153,25,14,14,38,84,262,23.5,3.8,7.9,3.8,7.9,0.0,0.1,1.5,1.9,2.3,3.0,5.3,0.9,0.5,0.5,1.3,2.9,9.0
Dejon Jarreau,JR,2019-20,G,Houston,AAC,28,647,79,207,72,168,7,39,94,117,23,99,122,106,17,11,78,68,259,23.1,2.8,7.4,2.6,6.0,0.3,1.4,3.4,4.2,0.8,3.5,4.4,3.8,0.6,0.4,2.8,2.4,9.3
Marcus Sasser,FR,2019-20,G,Houston,AAC,28,655,80,206,23,54,57,152,24,31,8,59,67,43,17,3,29,40,241,23.4,2.9,7.4,0.8,1.9,2.0,5.4,0.9,1.1,0.3,2.1,2.4,1.5,0.6,0.1,1.0,1.4,8.6
Luka Garza,JR,2019-20,C,Iowa,Big Ten,29,913,266,492,230,391,36,101,118,184,105,180,285,33,22,49,52,71,686,31.5,9.2,17.0,7.9,13.5,1.2,3.5,4.1,6.3,3.6,6.2,9.8,1.1,0.8,1.7,1.8,2.4,23.7
Joe Wieskamp,SO,2019-20,G,Iowa,Big Ten,29,943,139,321,88,176,51,145,89,105,43,133,176,46,32,14,45,39,418,32.5,4.8,11.1,3.0,6.1,1.8,5.0,3.1,3.6,1.5,4.6,6.1,1.6,1.1,0.5,1.6,1.3,14.4
CJ Fredrick,FR,2019-20,G,Iowa,Big Ten,23,651,84,169,40,75,44,94,33,42,15,30,45,61,17,5,31,39,245,28.3,3.7,7.3,1.7,3.3,1.9,4.1,1.4,1.8,0.7,1.3,2.0,2.7,0.7,0.2,1.3,1.7,10.7
Connor McCaffery,SO,2019-20,G,Iowa,Big Ten,29,876,51,148,22,61,29,87,46,60,20,96,116,113,33,3,24,73,177,30.2,1.8,5.1,0.8,2.1,1.0,3.0,1.6,2.1,0.7,3.3,4.0,3.9,1.1,0.1,0.8,2.5,6.1
Jordan Bohannon,SR,2019-20,G,Iowa,Big Ten,10,250,25,84,5,23,20,61,18,18,1,15,16,33,8,0,11,17,88,25.0,2.5,8.4,0.5,2.3,2.0,6.1,1.8,1.8,0.1,1.5,1.6,3.3,0.8,0.0,1.1,1.7,8.8
Ty-Shon Alexander,JR,2019-20,G,Creighton,Big East,29,1008,152,352,78,166,74,186,113,132,8,140,148,67,37,7,39,49,491,34.8,5.2,12.1,2.7,5.7,2.6,6.4,3.9,4.6,0.3,4.8,5.1,2.3,1.3,0.2,1.3,1.7,16.9
Marcus Zegarowski,SO,2019-20,G,Creighton,Big East,29,1004,166,353,100,187,66,166,59,78,5,102,107,143,33,2,77,57,457,34.6,5.7,12.2,3.4,6.4,2.3,5.7,2.0,2.7,0.2,3.5,3.7,4.9,1.1,0.1,2.7,2.0,15.8
Mitchell Ballock,JR,2019-20,G,Creighton,Big East,29,1045,113,261,28,64,85,197,29,39,13,147,160,88,24,10,27,40,340,36.0,3.9,9.0,1.0,2.2,2.9,6.8,1.0,1.3,0.4,5.1,5.5,3.0,0.8,0.3,0.9,1.4,11.7
Damien Jefferson,JR,2019-20,F,Creighton,Big East,28,752,114,213,104,169,10,44,31,48,47,109,156,40,18,5,34,47,269,26.9,4.1,7.6,3.7,6.0,0.4,1.6,1.1,1.7,1.7,3.9,5.6,1.4,0.6,0.2,1.2,1.7,9.6
Christian Bishop,SO,2019-20,F,Creighton,Big East,29,637,103,174,102,173,1,1,52,90,57,99,156,41,21,31,44,88,259,22.0,3.6,6.0,3.5,6.0,0.0,0.0,1.8,3.1,2.0,3.4,5.4,1.4,0.7,1.1,1.5,3.0,8.9
Denzel Mahoney,SR,2019-20,G,Creighton,Big East,19,427,69,165,47,94,22,71,61,73,20,40,60,13,18,2,28,41,221,22.5,3.6,8.7,2.5,4.9,1.2,3.7,3.2,3.8,1.1,2.1,3.2,0.7,0.9,0.1,1.5,2.2,11.6
Trevion Williams,SO,2019-20,F,Purdue,Big Ten,29,627,147,279,144,270,3,9,42,90,98,125,223,44,19,12,47,67,339,21.6,5.1,9.6,5.0,9.3,0.1,0.3,1.4,3.1,3.4,4.3,7.7,1.5,0.7,0.4,1.6,2.3,11.7
Eric Hunter Jr.,SO,2019-20,G,Purdue,Big Ten,29,907,108,258,67,148,41,110,40,53,34,61,95,77,29,3,57,72,297,31.3,3.7,8.9,2.3,5.1,1.4,3.8,1.4,1.8,1.2,2.1,3.3,2.7,1.0,0.1,2.0,2.5,10.2
Jahaad Proctor,SR,2019-20,G,Purdue,Big Ten,29,747,94,232,68,150,26,82,52,65,9,55,64,51,29,2,27,39,266,25.8,3.2,8.0,2.3,5.2,0.9,2.8,1.8,2.2,0.3,1.9,2.2,1.8,1.0,0.1,0.9,1.3,9.2
Sasha Stefanovic,SO,2019-20,G,Purdue,Big Ten,28,740,76,202,19,52,57,150,37,46,5,61,66,43,28,9,36,57,246,26.4,2.7,7.2,0.7,1.9,2.0,5.4,1.3,1.6,0.2,2.2,2.4,1.5,1.0,0.3,1.3,2.0,8.8
Matt Haarms,JR,2019-20,C,Purdue,Big Ten,27,553,91,171,81,142,10,29,42,67,49,74,123,25,5,52,32,61,234,20.5,3.4,6.3,3.0,5.3,0.4,1.1,1.6,2.5,1.8,2.7,4.6,0.9,0.2,1.9,1.2,2.3,8.7
Nojel Eastern,JR,2019-20,G,Purdue,Big Ten,29,736,67,157,67,154,0,3,16,33,38,80,118,75,30,5,45,57,150,25.4,2.3,5.4,2.3,5.3,0.0,0.1,0.6,1.1,1.3,2.8,4.1,2.6,1.0,0.2,1.6,2.0,5.2
McKinley Wright IV,JR,2019-20,G,Colorado,Pac-12,30,1036,149,330,115,227,34,103,87,111,34,134,168,152,33,11,88,56,419,34.5,5.0,11.0,3.8,7.6,1.1,3.4,2.9,3.7,1.1,4.5,5.6,5.1,1.1,0.4,2.9,1.9,14.0
Tyler Bey,JR,2019-20,G,Colorado,Pac-12,29,829,128,246,115,216,13,30,125,166,59,203,262,45,43,33,74,56,394,28.6,4.4,8.5,4.0,7.4,0.4,1.0,4.3,5.7,2.0,7.0,9.0,1.6,1.5,1.1,2.6,1.9,13.6
D'Shawn Schwartz,JR,2019-20,G,Colorado,Pac-12,30,856,105,252,54,120,51,132,50,70,22,86,108,43,23,7,29,50,311,28.5,3.5,8.4,1.8,4.0,1.7,4.4,1.7,2.3,0.7,2.9,3.6,1.4,0.8,0.2,1.0,1.7,10.4
Evan Battey,SO,2019-20,F,Colorado,Pac-12,30,728,95,180,89,164,6,16,70,103,83,101,184,30,17,11,38,90,266,24.3,3.2,6.0,3.0,5.5,0.2,0.5,2.3,3.4,2.8,3.4,6.1,1.0,0.6,0.4,1.3,3.0,8.9
Lucas Siewert,SR,2019-20,F,Colorado,Pac-12,30,604,81,191,32,67,49,124,32,38,26,98,124,23,13,7,28,43,243,20.1,2.7,6.4,1.1,2.2,1.6,4.1,1.1,1.3,0.9,3.3,4.1,0.8,0.4,0.2,0.9,1.4,8.1
Shane Gatling,SR,2019-20,G,Colorado,Pac-12,30,656,67,180,31,71,36,109,30,36,7,45,52,36,11,8,35,32,200,21.9,2.2,6.0,1.0,2.4,1.2,3.6,1.0,1.2,0.2,1.5,1.7,1.2,0.4,0.3,1.2,1.1,6.7
Immanuel Quickley,SO,2019-20,G,Kentucky,SEC,28,929,128,307,70,169,58,138,141,153,15,106,121,53,24,4,41,62,455,33.2,4.6,11.0,2.5,6.0,2.1,4.9,5.0,5.5,0.5,3.8,4.3,1.9,0.9,0.1,1.5,2.2,16.3
Tyrese Maxey,FR,2019-20,G,Kentucky,SEC,29,993,141,325,111,219,30,106,93,113,11,117,128,91,26,12,64,70,405,34.2,4.9,11.2,3.8,7.6,1.0,3.7,3.2,3.9,0.4,4.0,4.4,3.1,0.9,0.4,2.2,2.4,14.0
Nick Richards,JR,2019-20,F,Kentucky,SEC,29,859,153,231,153,231,0,0,98,130,76,149,225,7,3,64,43,92,404,29.6,5.3,8.0,5.3,8.0,0.0,0.0,3.4,4.5,2.6,5.1,7.8,0.2,0.1,2.2,1.5,3.2,13.9
Ashton Hagans,SO,2019-20,G,Kentucky,SEC,29,968,103,255,87,195,16,60,112,138,6,110,116,187,57,6,100,75,334,33.4,3.6,8.8,3.0,6.7,0.6,2.1,3.9,4.8,0.2,3.8,4.0,6.4,2.0,0.2,3.4,2.6,11.5
EJ Montgomery,SO,2019-20,F,Kentucky,SEC,26,623,68,129,67,123,1,6,28,42,44,99,143,17,11,31,27,73,165,24.0,2.6,5.0,2.6,4.7,0.0,0.2,1.1,1.6,1.7,3.8,5.5,0.7,0.4,1.2,1.0,2.8,6.3
Markus Howard,SR,2019-20,G,Marquette,Big East,27,887,221,524,110,250,111,274,192,227,14,76,90,88,27,1,89,65,745,32.9,8.2,19.4,4.1,9.3,4.1,10.1,7.1,8.4,0.5,2.8,3.3,3.3,1.0,0.0,3.3,2.4,27.6
Sacar Anim,SR,2019-20,G,Marquette,Big East,28,933,132,307,86,189,46,118,52,81,32,80,112,42,23,7,47,52,362,33.3,4.7,11.0,3.1,6.8,1.6,4.2,1.9,2.9,1.1,2.9,4.0,1.5,0.8,0.3,1.7,1.9,12.9
Koby McEwen,JR,2019-20,G,Marquette,Big East,27,784,67,206,34,92,33,114,97,114,8,129,137,89,16,2,74,89,264,29.0,2.5,7.6,1.3,3.4,1.2,4.2,3.6,4.2,0.3,4.8,5.1,3.3,0.6,0.1,2.7,3.3,9.8
Brendan Bailey,SO,2019-20,F,Marquette,Big East,28,721,76,185,31,70,45,115,12,20,37,113,150,34,18,22,22,70,209,25.8,2.7,6.6,1.1,2.5,1.6,4.1,0.4,0.7,1.3,4.0,5.4,1.2,0.6,0.8,0.8,2.5,7.5
Theo John,JR,2019-20,F,Marquette,Big East,28,600,53,96,53,96,0,0,41,71,50,97,147,20,13,54,25,76,147,21.4,1.9,3.4,1.9,3.4,0.0,0.0,1.5,2.5,1.8,3.5,5.3,0.7,0.5,1.9,0.9,2.7,5.3
Daniel Oturu,SO,2019-20,C,Minnesota,Big Ten,28,959,217,379,200,329,17,50,114,162,105,214,319,32,14,73,80,78,565,34.3,7.8,13.5,7.1,11.8,0.6,1.8,4.1,5.8,3.8,7.6,11.4,1.1,0.5,2.6,2.9,2.8,20.2
Marcus Carr,SO,2019-20,G,Minnesota,Big Ten,28,1042,143,368,99,237,44,131,110,157,29,125,154,185,23,3,78,80,440,37.2,5.1,13.1,3.5,8.5,1.6,4.7,3.9,5.6,1.0,4.5,5.5,6.6,0.8,0.1,2.8,2.9,15.7
Gabe Kalscheur,SO,2019-20,G,Minnesota,Big Ten,28,933,110,301,44,103,66,198,28,39,15,61,76,43,28,7,45,77,314,33.3,3.9,10.8,1.6,3.7,2.4,7.1,1.0,1.4,0.5,2.2,2.7,1.5,1.0,0.3,1.6,2.8,11.2
Payton Willis,JR,2019-20,G,Minnesota,Big Ten,25,739,76,202,26,56,50,146,12,16,9,77,86,49,20,6,15,42,214,29.6,3.0,8.1,1.0,2.2,2.0,5.8,0.5,0.6,0.4,3.1,3.4,2.0,0.8,0.2,0.6,1.7,8.6
Alihan Demir,SR,2019-20,F,Minnesota,Big Ten,28,710,71,180,60,130,11,50,38,50,34,99,133,40,16,12,26,65,191,25.4,2.5,6.4,2.1,4.6,0.4,1.8,1.4,1.8,1.2,3.5,4.8,1.4,0.6,0.4,0.9,2.3,6.8
Nate Reuvers,JR,2019-20,F,Wisconsin,Big Ten,29,753,136,305,108,220,28,85,77,99,32,97,129,16,13,56,43,89,377,26.0,4.7,10.5,3.7,7.6,1.0,2.9,2.7,3.4,1.1,3.3,4.4,0.6,0.4,1.9,1.5,3.1,13.0
D'Mitrik Trice,JR,2019-20,G,Wisconsin,Big Ten,29,921,99,255,45,114,54,141,41,55,8,109,117,122,23,2,51,36,293,31.8,3.4,8.8,1.6,3.9,1.9,4.9,1.4,1.9,0.3,3.8,4.0,4.2,0.8,0.1,1.8,1.2,10.1
Brad Davison,JR,2019-20,G,Wisconsin,Big Ten,28,861,86,218,43,95,43,123,61,69,16,104,120,53,20,0,26,68,276,30.8,3.1,7.8,1.5,3.4,1.5,4.4,2.2,2.5,0.6,3.7,4.3,1.9,0.7,0.0,0.9,2.4,9.9
Aleem Ford,JR,2019-20,F,Wisconsin,Big Ten,29,727,89,203,52,95,37,108,31,45,36,89,125,31,15,11,30,55,246,25.1,3.1,7.0,1.8,3.3,1.3,3.7,1.1,1.6,1.2,3.1,4.3,1.1,0.5,0.4,1.0,1.9,8.5
Brevin Pritzl,SR,2019-20,G,Wisconsin,Big Ten,29,775,78,197,31,71,47,126,34,40,23,83,106,20,17,6,20,48,237,26.7,2.7,6.8,1.1,2.4,1.6,4.3,1.2,1.4,0.8,2.9,3.7,0.7,0.6,0.2,0.7,1.7,8.2
Kobe King,SO,2019-20,G,Wisconsin,Big Ten,19,542,73,159,66,131,7,28,37,55,22,32,54,30,10,6,29,27,190,28.5,3.8,8.4,3.5,6.9,0.4,1.5,1.9,2.9,1.2,1.7,2.8,1.6,0.5,0.3,1.5,1.4,10.0
Ron Harper Jr.,SO,2019-20,G,Rutgers,Big Ten,29,811,129,285,96,184,33,101,60,83,34,132,166,31,24,22,31,53,351,28.0,4.4,9.8,3.3,6.3,1.1,3.5,2.1,2.9,1.2,4.6,5.7,1.1,0.8,0.8,1.1,1.8,12.1
Akwasi Yeboah,SR,2019-20,F,Rutgers,Big Ten,29,693,96,221,60,121,36,100,57,73,32,105,137,26,23,14,35,61,285,23.9,3.3,7.6,2.1,4.2,1.2,3.4,2.0,2.5,1.1,3.6,4.7,0.9,0.8,0.5,1.2,2.1,9.8
Geo Baker,JR,2019-20,G,Rutgers,Big Ten,26,736,100,257,69,138,31,119,42,54,14,62,76,91,29,17,45,50,273,28.3,3.8,9.9,2.7,5.3,1.2,4.6,1.6,2.1,0.5,2.4,2.9,3.5,1.1,0.7,1.7,1.9,10.5
Myles Johnson,SO,2019-20,C,Rutgers,Big Ten,29,692,102,169,102,167,0,2,26,72,99,132,231,29,16,46,41,70,230,23.9,3.5,5.8,3.5,5.8,0.0,0.1,0.9,2.5,3.4,4.6,8.0,1.0,0.6,1.6,1.4,2.4,7.9
Jacob Young,JR,2019-20,G,Rutgers,Big Ten,28,578,88,221,74,161,14,60,38,62,21,53,74,51,28,1,61,42,228,20.6,3.1,7.9,2.6,5.8,0.5,2.1,1.4,2.2,0.8,1.9,2.6,1.8,1.0,0.0,2.2,1.5,8.1
Caleb McConnell,SO,2019-20,G,Rutgers,Big Ten,29,656,78,188,64,138,14,50,38,48,32,83,115,47,25,7,44,49,208,22.6,2.7,6.5,2.2,4.8,0.5,1.7,1.3,1.7,1.1,2.9,4.0,1.6,0.9,0.2,1.5,1.7,7.2
Montez Mathis,SO,2019-20,G,Rutgers,Big Ten,29,638,79,207,61,148,18,59,31,47,23,76,99,34,29,3,30,54,207,22.0,2.7,7.1,2.1,5.1,0.6,2.0,1.1,1.6,0.8,2.6,3.4,1.2,1.0,0.1,1.0,1.9,7.1
Ayo Dosunmu,SO,2019-20,G,Illinois,Big Ten,28,929,180,375,153,285,27,90,73,95,14,104,118,87,23,5,74,46,460,33.2,6.4,13.4,5.5,10.2,1.0,3.2,2.6,3.4,0.5,3.7,4.2,3.1,0.8,0.2,2.6,1.6,16.4
Kofi Cockburn,FR,2019-20,C,Illinois,Big Ten,29,801,144,271,144,270,0,1,107,159,102,159,261,18,15,40,58,73,395,27.6,5.0,9.3,5.0,9.3,0.0,0.0,3.7,5.5,3.5,5.5,9.0,0.6,0.5,1.4,2.0,2.5,13.6
Andres Feliz,SR,2019-20,G,Illinois,Big Ten,29,773,113,243,99,192,14,51,76,99,27,117,144,87,21,1,40,48,316,26.7,3.9,8.4,3.4,6.6,0.5,1.8,2.6,3.4,0.9,4.0,5.0,3.0,0.7,0.0,1.4,1.7,10.9
Trent Frazier,JR,2019-20,G,Illinois,Big Ten,29,883,80,240,31,89,49,151,57,66,7,59,66,58,27,0,27,72,266,30.4,2.8,8.3,1.1,3.1,1.7,5.2,2.0,2.3,0.2,2.0,2.3,2.0,0.9,0.0,0.9,2.5,9.2
Giorgi Bezhanishvili,SO,2019-20,F,Illinois,Big Ten,29,693,80,189,69,153,11,36,31,52,55,89,144,48,3,13,56,69,202,23.9,2.8,6.5,2.4,5.3,0.4,1.2,1.1,1.8,1.9,3.1,5.0,1.7,0.1,0.4,1.9,2.4,7.0
Da'Monte Williams,,2019-20,G,Illinois,Big Ten,29,613,21,68,12,28,9,40,20,28,15,93,108,38,20,10,20,39,71,21.1,0.7,2.3,0.4,1.0,0.3,1.4,0.7,1.0,0.5,3.2,3.7,1.3,0.7,0.3,0.7,1.3,2.4
Kamar Baldwin,SR,2019-20,G,Butler,Big East,29,909,169,409,131,285,38,124,79,93,14,118,132,97,34,17,57,53,455,31.3,5.8,14.1,4.5,9.8,1.3,4.3,2.7,3.2,0.5,4.1,4.6,3.3,1.2,0.6,2.0,1.8,15.7
Sean McDermott,SR,2019-20,F,Butler,Big East,29,953,112,235,50,78,62,157,57,64,29,145,174,27,20,11,19,38,343,32.9,3.9,8.1,1.7,2.7,2.1,5.4,2.0,2.2,1.0,5.0,6.0,0.9,0.7,0.4,0.7,1.3,11.8
Bryce Nze,JR,2019-20,F,Butler,Big East,29,832,115,186,114,182,1,4,38,64,70,120,190,40,25,19,58,72,269,28.7,4.0,6.4,3.9,6.3,0.0,0.1,1.3,2.2,2.4,4.1,6.6,1.4,0.9,0.7,2.0,2.5,9.3
Jordan Tucker,JR,2019-20,F,Butler,Big East,28,634,75,207,24,65,51,142,48,60,17,90,107,20,6,5,40,48,249,22.6,2.7,7.4,0.9,2.3,1.8,5.1,1.7,2.1,0.6,3.2,3.8,0.7,0.2,0.2,1.4,1.7,8.9
Bryce Golden,SO,2019-20,F,Butler,Big East,29,624,96,190,85,146,11,44,35,51,46,65,111,33,15,4,41,85,238,21.5,3.3,6.6,2.9,5.0,0.4,1.5,1.2,1.8,1.6,2.2,3.8,1.1,0.5,0.1,1.4,2.9,8.2
Aaron Thompson,JR,2019-20,G,Butler,Big East,25,803,65,138,64,125,1,13,39,67,8,67,75,119,20,13,47,66,170,32.1,2.6,5.5,2.6,5.0,0.0,0.5,1.6,2.7,0.3,2.7,3.0,4.8,0.8,0.5,1.9,2.6,6.8
Samir Doughty,SR,2019-20,G,Auburn,SEC,29,968,139,345,91,185,48,160,134,176,26,91,117,79,31,4,67,73,460,33.4,4.8,11.9,3.1,6.4,1.7,5.5,4.6,6.1,0.9,3.1,4.0,2.7,1.1,0.1,2.3,2.5,15.9
J'Von McCormick,SR,2019-20,G,Auburn,SEC,29,908,120,313,84,190,36,123,67,115,29,86,115,126,32,2,68,71,343,31.3,4.1,10.8,2.9,6.6,1.2,4.2,2.3,4.0,1.0,3.0,4.0,4.3,1.1,0.1,2.3,2.4,11.8
Isaac Okoro,FR,2019-20,F,Auburn,SEC,26,829,117,230,99,166,18,64,82,125,51,67,118,54,25,24,52,68,334,31.9,4.5,8.8,3.8,6.4,0.7,2.5,3.2,4.8,2.0,2.6,4.5,2.1,1.0,0.9,2.0,2.6,12.8
Austin Wiley,SR,2019-20,C,Auburn,SEC,29,622,99,174,99,173,0,1,110,162,105,169,274,15,14,46,50,74,308,21.4,3.4,6.0,3.4,6.0,0.0,0.0,3.8,5.6,3.6,5.8,9.4,0.5,0.5,1.6,1.7,2.6,10.6
Danjel Purifoy,SR,2019-20,F,Auburn,SEC,28,747,78,203,38,69,40,134,45,54,34,90,124,40,24,8,30,46,241,26.7,2.8,7.3,1.4,2.5,1.4,4.8,1.6,1.9,1.2,3.2,4.4,1.4,0.9,0.3,1.1,1.6,8.6
Anfernee McLemore,SR,2019-20,F,Auburn,SEC,29,597,72,161,46,72,26,89,37,56,36,93,129,13,22,33,28,81,207,20.6,2.5,5.6,1.6,2.5,0.9,3.1,1.3,1.9,1.2,3.2,4.4,0.4,0.8,1.1,1.0,2.8,7.1
Oscar Da Silva,JR,2019-20,F,Stanford,Pac-12,28,794,172,293,159,253,13,40,95,124,50,131,181,46,34,24,74,75,452,28.4,6.1,10.5,5.7,9.0,0.5,1.4,3.4,4.4,1.8,4.7,6.5,1.6,1.2,0.9,2.6,2.7,16.1
Tyrell Terry,FR,2019-20,G,Stanford,Pac-12,28,910,140,306,80,162,60,144,89,99,8,115,123,87,41,1,75,55,429,32.5,5.0,10.9,2.9,5.8,2.1,5.1,3.2,3.5,0.3,4.1,4.4,3.1,1.5,0.0,2.7,2.0,15.3
Spencer Jones,FR,2019-20,F,Stanford,Pac-12,29,849,86,208,12,33,74,175,13,20,16,84,100,26,17,27,22,52,259,29.3,3.0,7.2,0.4,1.1,2.6,6.0,0.4,0.7,0.6,2.9,3.4,0.9,0.6,0.9,0.8,1.8,8.9
Daejon Davis,JR,2019-20,G,Stanford,Pac-12,29,943,94,230,72,155,22,75,33,55,10,81,91,102,48,12,76,69,243,32.5,3.2,7.9,2.5,5.3,0.8,2.6,1.1,1.9,0.3,2.8,3.1,3.5,1.7,0.4,2.6,2.4,8.4
Bryce Wills,SO,2019-20,G,Stanford,Pac-12,28,812,84,177,79,149,5,28,33,59,9,107,116,57,28,20,54,53,206,29.0,3.0,6.3,2.8,5.3,0.2,1.0,1.2,2.1,0.3,3.8,4.1,2.0,1.0,0.7,1.9,1.9,7.4
Keyontae Johnson,SO,2019-20,F,Florida,SEC,29,896,153,283,125,209,28,74,71,91,52,155,207,44,34,9,51,80,405,30.9,5.3,9.8,4.3,7.2,1.0,2.6,2.4,3.1,1.8,5.3,7.1,1.5,1.2,0.3,1.8,2.8,14.0
Kerry Blackshear Jr.,SR,2019-20,F,Florida,SEC,29,799,110,246,85,168,25,78,143,178,71,149,220,47,18,19,53,94,388,27.6,3.8,8.5,2.9,5.8,0.9,2.7,4.9,6.1,2.4,5.1,7.6,1.6,0.6,0.7,1.8,3.2,13.4
Andrew Nembhard,SO,2019-20,G,Florida,SEC,29,960,125,284,95,184,30,100,52,67,3,84,87,159,30,2,78,43,332,33.1,4.3,9.8,3.3,6.3,1.0,3.4,1.8,2.3,0.1,2.9,3.0,5.5,1.0,0.1,2.7,1.5,11.4
Noah Locke,SO,2019-20,G,Florida,SEC,29,859,103,245,30,77,73,168,19,27,4,67,71,20,20,1,20,28,298,29.6,3.6,8.4,1.0,2.7,2.5,5.8,0.7,0.9,0.1,2.3,2.4,0.7,0.7,0.0,0.7,1.0,10.3
Scottie Lewis,FR,2019-20,G,Florida,SEC,28,801,74,170,54,115,20,55,57,70,28,78,106,21,34,34,33,62,225,28.6,2.6,6.1,1.9,4.1,0.7,2.0,2.0,2.5,1.0,2.8,3.8,0.8,1.2,1.2,1.2,2.2,8.0
Trayce Jackson-Davis,FR,2019-20,F,Indiana,Big Ten,29,846,144,251,144,251,0,0,110,160,88,147,235,36,20,55,39,57,398,29.2,5.0,8.7,5.0,8.7,0.0,0.0,3.8,5.5,3.0,5.1,8.1,1.2,0.7,1.9,1.3,2.0,13.7
